CustomerID,Month,Industry,Country,Revenue_MEUR,EBITDA_MEUR,EBITDA_Margin,Operating_Cash_Flow_MEUR,Free_Cash_Flow_MEUR,Loan_Amount_MEUR,Collateral_Value_MEUR,PD_pct,LGD_pct,Interest_Rate_pct,Days_Past_Due,Risk_Rating_1to10,Net_Debt_to_EBITDA,Debt_to_Equity,Interest_Coverage,ROIC_pct,Stage,Covenant_Breach
C1205,2024-06-01,Logistics,Finland,42.68,5.83,0.1365,5.21,4.66,15.77,15.7,9.38,66.78,6.37,68,8,0.98,1.31,6.03,5.78,2,Y
C1205,2024-07-01,Logistics,Finland,43.57,5.76,0.1323,4.48,3.83,15.77,15.51,8.12,69.34,6.37,72,8,0.74,1.31,7.83,5.29,2,Y
C1205,2024-08-01,Logistics,Finland,43.62,6.4,0.1468,5.17,5.13,15.77,14.11,9.68,60.55,6.37,84,8,0.1,1.31,7.61,8.12,2,Y
C1205,2024-09-01,Logistics,Finland,41.82,6.25,0.1495,4.68,2.22,15.77,14.62,7.98,65.19,6.37,79,8,2.04,1.31,6.97,4.85,2,Y
C1205,2024-10-01,Logistics,Finland,41.71,6.39,0.1531,6.03,3.19,15.77,14.13,10.19,66.4,6.37,75,8,0.3,1.31,7.7,4.94,2,Y
C1205,2024-11-01,Logistics,Finland,41.27,6.21,0.1506,5.25,3.41,15.77,13.61,9.7,73.03,6.37,74,8,1.71,1.31,7.64,7.78,2,Y
C1205,2024-12-01,Logistics,Finland,42.13,6.31,0.1498,6.43,6.32,15.77,14.99,7.34,62.31,6.37,84,8,1.25,1.31,7.34,10.83,2,Y
C1206,2024-01-01,Automotive,Italy,26.27,4.67,0.1778,4.99,4.57,8.16,9.62,0.3,39.18,9.37,0,1,2.91,2.0,5.14,3.03,1,N
C1206,2024-02-01,Automotive,Italy,23.81,4.37,0.1837,3.27,1.88,8.16,9.82,1.92,40.78,9.37,0,1,0.98,2.0,6.0,10.75,1,N
C1206,2024-03-01,Automotive,Italy,26.4,4.81,0.1821,4.37,3.24,8.16,10.07,1.98,39.74,9.37,4,1,1.34,2.0,5.73,4.75,1,N
C1206,2024-04-01,Automotive,Italy,26.01,4.87,0.1872,4.8,2.37,8.16,8.78,0.3,38.82,9.37,0,1,3.03,2.0,6.0,6.21,1,N
C1206,2024-05-01,Automotive,Italy,25.5,4.93,0.1933,4.22,3.82,8.16,9.65,0.68,35.62,9.37,0,1,2.9,2.0,7.6,6.61,1,N
C1206,2024-06-01,Automotive,Italy,25.9,4.52,0.1746,4.01,2.43,8.16,9.9,1.45,31.38,9.37,5,1,1.64,2.0,7.19,8.24,1,N
C1206,2024-07-01,Automotive,Italy,23.15,4.11,0.1775,3.45,1.41,8.16,9.91,1.16,41.53,9.37,12,1,2.75,2.0,5.9,3.51,1,N
C1206,2024-08-01,Automotive,Italy,23.15,3.89,0.1681,3.77,2.84,8.16,9.72,1.53,38.1,9.37,4,1,2.12,2.0,3.73,10.18,1,N
C1206,2024-09-01,Automotive,Italy,23.21,4.17,0.1797,3.4,2.89,8.16,9.5,2.77,41.41,9.37,0,1,2.15,2.0,5.12,6.77,1,N
C1206,2024-10-01,Automotive,Italy,23.5,4.49,0.1911,3.65,3.08,8.16,9.65,1.67,38.2,9.37,0,1,1.77,2.0,7.0,4.18,1,N
C1206,2024-11-01,Automotive,Italy,23.95,4.93,0.2059,4.17,4.06,8.16,9.96,1.38,41.14,9.37,0,1,2.29,2.0,6.2,7.36,1,N
C1206,2024-12-01,Automotive,Italy,24.5,5.03,0.2054,3.75,1.79,8.16,8.99,2.63,36.04,9.37,0,1,1.87,2.0,5.94,5.14,1,N
C1207,2024-01-01,Professional Services,Norway,13.8,3.24,0.2345,2.41,2.36,1.21,1.13,25.96,67.16,7.53,13,5,0.61,0.47,15.0,9.97,1,N
C1207,2024-02-01,Professional Services,Norway,14.02,3.18,0.2269,2.54,1.83,1.21,1.16,26.36,68.7,7.53,23,6,0.1,0.47,15.0,6.8,1,N
C1207,2024-03-01,Professional Services,Norway,13.75,2.98,0.2168,2.25,1.1,1.21,1.12,26.1,71.26,7.53,18,7,0.49,0.47,15.0,3.71,2,N
C1207,2024-04-01,Professional Services,Norway,14.39,3.16,0.2197,2.54,1.79,1.21,1.09,23.74,69.02,7.53,35,7,0.25,0.47,15.0,6.45,2,N
C1207,2024-05-01,Professional Services,Norway,14.19,3.25,0.2289,2.52,1.77,1.21,1.21,24.3,68.3,7.53,47,7,1.29,0.47,15.0,4.95,2,N
C1207,2024-06-01,Professional Services,Norway,14.27,3.19,0.2236,2.37,1.28,1.21,1.18,26.76,74.63,7.53,56,8,0.56,0.47,15.0,5.82,2,Y
C1207,2024-07-01,Professional Services,Norway,13.87,3.23,0.2326,2.82,2.03,1.21,1.09,24.79,68.3,7.53,53,8,0.1,0.47,15.0,4.52,2,Y
C1207,2024-08-01,Professional Services,Norway,14.28,2.89,0.2023,2.38,1.07,1.21,1.13,23.22,63.28,7.53,45,8,1.48,0.47,15.0,6.53,2,Y
C1207,2024-09-01,Professional Services,Norway,13.82,2.68,0.1938,2.76,2.25,1.21,1.19,25.14,66.5,7.53,31,9,1.31,0.47,15.0,9.58,2,Y
C1207,2024-10-01,Professional Services,Norway,13.83,2.77,0.2007,2.45,1.75,1.21,1.06,26.08,70.25,7.53,44,10,1.11,0.47,15.0,3.17,2,Y
C1207,2024-11-01,Professional Services,Norway,14.66,2.59,0.1767,2.63,2.48,1.21,1.12,26.1,66.78,7.53,35,10,0.1,0.47,15.0,8.26,2,Y
C1207,2024-12-01,Professional Services,Norway,15.1,2.66,0.1762,2.74,1.54,1.21,1.16,24.98,69.51,7.53,54,10,1.05,0.47,15.0,5.42,2,Y
C1208,2024-01-01,Pharmaceuticals,Austria,20.0,2.25,0.1124,2.24,1.45,5.56,6.42,24.73,28.9,7.37,7,2,0.1,0.1,4.92,6.93,1,N
C1208,2024-02-01,Pharmaceuticals,Austria,19.89,2.07,0.104,1.65,1.58,5.56,7.04,26.5,28.66,7.37,7,3,0.1,0.1,6.03,2.93,1,N
C1208,2024-03-01,Pharmaceuticals,Austria,18.72,2.03,0.1086,1.61,1.51,5.56,6.37,25.28,27.19,7.37,3,4,0.23,0.1,4.32,9.12,1,N
C1208,2024-04-01,Pharmaceuticals,Austria,18.05,1.86,0.1031,1.56,0.67,5.56,6.92,25.87,26.23,7.37,2,5,0.23,0.1,5.36,8.28,1,N
C1208,2024-05-01,Pharmaceuticals,Austria,19.32,1.85,0.096,1.37,0.99,5.56,6.84,25.61,33.55,7.37,11,6,0.33,0.1,3.81,5.92,1,N
C1208,2024-06-01,Pharmaceuticals,Austria,18.68,1.87,0.1003,1.74,1.26,5.56,7.04,25.29,26.98,7.37,4,7,0.1,0.1,3.57,7.12,2,N
C1208,2024-07-01,Pharmaceuticals,Austria,19.47,2.12,0.1087,1.93,1.54,5.56,6.94,26.58,29.98,7.37,4,8,0.1,0.1,3.72,0.74,2,Y
C1208,2024-08-01,Pharmaceuticals,Austria,19.86,2.22,0.1118,1.92,1.35,5.56,6.98,25.54,30.37,7.37,0,9,1.03,0.1,4.72,4.99,2,Y
C1208,2024-09-01,Pharmaceuticals,Austria,20.14,1.98,0.0981,2.17,1.43,5.56,6.88,26.76,32.99,7.37,14,10,0.1,0.1,4.62,7.12,2,Y
C1208,2024-10-01,Pharmaceuticals,Austria,21.67,2.13,0.0983,1.59,1.5,5.56,7.02,25.95,30.42,7.37,15,10,0.53,0.1,5.15,6.13,2,Y
C1208,2024-11-01,Pharmaceuticals,Austria,21.79,2.0,0.092,1.65,1.57,5.56,6.59,26.96,27.91,7.37,16,10,0.1,0.1,5.09,6.94,2,Y
C1208,2024-12-01,Pharmaceuticals,Austria,22.05,2.04,0.0924,1.68,0.74,5.56,6.24,27.64,28.37,7.37,33,10,0.65,0.1,5.39,6.11,2,Y
C1209,2024-01-01,Transportation,Norway,25.96,1.85,0.0713,1.5,1.46,3.93,4.73,6.17,33.16,4.56,66,9,2.89,2.78,10.33,6.74,2,Y
C1209,2024-02-01,Transportation,Norway,25.84,2.09,0.081,1.57,1.25,3.93,4.45,6.27,30.75,4.56,73,9,3.27,2.78,10.61,6.86,2,Y
C1209,2024-03-01,Transportation,Norway,25.7,1.82,0.0709,1.36,0.69,3.93,4.64,6.94,22.79,4.56,82,9,2.68,2.78,9.44,6.3,2,Y
C1209,2024-04-01,Transportation,Norway,25.56,1.83,0.0717,1.28,1.26,3.93,4.84,6.15,28.49,4.56,98,10,4.19,2.78,8.34,6.15,3,Y
C1209,2024-05-01,Transportation,Norway,24.16,1.93,0.0798,1.41,0.7,3.93,4.67,5.49,31.61,4.56,102,10,3.2,2.78,10.89,3.57,3,Y
C1209,2024-06-01,Transportation,Norway,25.9,2.46,0.0949,2.39,1.68,3.93,4.67,5.81,31.48,4.56,136,10,2.59,2.78,13.63,5.73,3,Y
C1209,2024-07-01,Transportation,Norway,24.85,2.14,0.0862,1.71,1.68,3.93,5.03,6.3,26.8,4.56,134,10,2.85,2.78,12.43,2.88,3,Y
C1209,2024-08-01,Transportation,Norway,25.26,2.35,0.0928,2.52,1.46,3.93,4.67,5.14,29.84,4.56,137,10,3.39,2.78,13.18,5.28,3,Y
C1209,2024-09-01,Transportation,Norway,26.55,2.34,0.0882,1.72,1.2,3.93,4.79,7.07,23.93,4.56,138,10,4.17,2.78,11.51,6.48,3,Y
C1209,2024-10-01,Transportation,Norway,27.04,2.44,0.0904,1.72,0.91,3.93,4.89,5.4,31.09,4.56,136,10,2.81,2.78,12.85,7.13,3,Y
C1209,2024-11-01,Transportation,Norway,28.48,2.95,0.1037,2.09,1.86,3.93,4.46,5.55,33.91,4.56,152,10,4.19,2.78,15.0,3.55,3,Y
C1209,2024-12-01,Transportation,Norway,28.39,3.22,0.1136,2.91,1.88,3.93,4.85,5.38,30.58,4.56,137,10,3.24,2.78,15.0,5.49,3,Y
C1210,2024-01-01,Transportation,Finland,103.03,16.04,0.1557,15.16,12.46,34.15,28.24,8.63,34.09,7.83,12,3,2.86,2.01,7.43,10.11,1,N
C1210,2024-02-01,Transportation,Finland,102.91,17.54,0.1704,15.1,14.13,34.15,28.38,7.78,32.26,7.83,13,3,1.41,2.01,6.59,4.85,1,N
C1210,2024-03-01,Transportation,Finland,104.44,19.32,0.185,13.66,12.24,34.15,27.15,7.68,35.36,7.83,13,3,1.62,2.01,9.43,11.53,1,N
C1210,2024-04-01,Transportation,Finland,104.16,17.22,0.1653,18.3,17.28,34.15,26.05,8.13,38.75,7.83,6,3,1.29,2.01,6.5,4.29,1,N
C1210,2024-05-01,Transportation,Finland,101.99,15.99,0.1568,14.12,7.58,34.15,28.71,8.71,40.08,7.83,0,3,2.53,2.01,6.21,7.88,1,N
C1210,2024-06-01,Transportation,Finland,99.73,15.84,0.1588,16.94,12.91,34.15,25.88,10.85,39.55,7.83,0,3,2.12,2.01,4.98,7.84,1,N
C1210,2024-07-01,Transportation,Finland,98.89,16.31,0.1649,16.86,8.91,34.15,27.25,9.85,34.37,7.83,4,3,2.08,2.01,5.71,9.65,1,N
C1210,2024-08-01,Transportation,Finland,98.32,15.99,0.1627,14.15,6.97,34.15,29.0,7.48,28.24,7.83,0,3,2.48,2.01,3.81,6.97,1,N
C1210,2024-09-01,Transportation,Finland,101.72,17.08,0.1679,14.21,9.2,34.15,27.48,9.46,32.33,7.83,0,3,2.53,2.01,4.97,6.33,1,N
C1210,2024-10-01,Transportation,Finland,100.88,18.22,0.1806,13.82,13.42,34.15,29.33,6.92,28.8,7.83,0,3,0.87,2.01,6.98,5.2,1,N
C1210,2024-11-01,Transportation,Finland,101.23,18.27,0.1805,16.31,12.56,34.15,29.75,8.46,35.21,7.83,0,3,1.11,2.01,5.27,7.84,1,N
C1210,2024-12-01,Transportation,Finland,98.51,16.05,0.1629,16.71,13.04,34.15,27.55,10.37,35.19,7.83,0,3,1.64,2.01,4.57,7.37,1,N
C1211,2024-01-01,Manufacturing,France,61.66,10.32,0.1674,9.92,5.83,11.99,9.44,9.15,28.35,7.88,38,7,1.85,1.76,11.58,1.11,2,N
C1211,2024-02-01,Manufacturing,France,64.05,11.14,0.174,10.77,10.51,11.99,9.46,9.16,26.61,7.88,21,7,2.4,1.76,9.91,3.02,2,N
C1211,2024-03-01,Manufacturing,France,63.96,10.72,0.1676,10.76,5.41,11.99,8.7,8.67,28.52,7.88,15,7,2.2,1.76,11.49,5.91,2,N
C1211,2024-04-01,Manufacturing,France,63.04,9.37,0.1486,8.41,5.97,11.99,9.98,9.54,26.34,7.88,26,7,2.01,1.76,9.44,7.02,2,N
C1211,2024-05-01,Manufacturing,France,60.65,9.36,0.1544,8.76,4.49,11.99,8.8,10.05,25.12,7.88,30,7,2.04,1.76,9.78,5.42,2,N
C1211,2024-06-01,Manufacturing,France,63.51,9.36,0.1474,8.28,4.15,11.99,9.0,10.36,18.42,7.88,14,7,1.81,1.76,10.76,7.06,2,N
C1211,2024-07-01,Manufacturing,France,58.93,8.56,0.1453,7.44,3.86,11.99,9.54,9.95,25.74,7.88,0,7,3.29,1.76,8.63,5.45,2,N
C1211,2024-08-01,Manufacturing,France,58.66,8.0,0.1365,8.2,7.15,11.99,9.8,7.48,29.37,7.88,6,7,1.89,1.76,9.24,9.21,2,N
C1211,2024-09-01,Manufacturing,France,61.72,7.79,0.1262,8.39,7.3,11.99,8.79,9.66,25.5,7.88,4,7,1.72,1.76,8.54,4.36,2,N
C1211,2024-10-01,Manufacturing,France,61.46,7.66,0.1246,5.49,4.36,11.99,9.75,9.5,27.86,7.88,18,7,1.83,1.76,8.08,5.33,2,N
C1211,2024-11-01,Manufacturing,France,59.34,7.46,0.1257,7.68,6.74,11.99,9.74,9.9,25.31,7.88,16,7,1.41,1.76,7.4,4.77,2,N
C1211,2024-12-01,Manufacturing,France,56.29,7.17,0.1274,6.83,5.04,11.99,9.99,8.82,27.52,7.88,17,7,2.22,1.76,6.46,5.78,2,N
C1212,2024-01-01,Telecom,Finland,42.13,1.17,0.0277,1.28,0.7,3.74,4.56,18.68,29.1,5.06,0,1,1.25,2.01,5.62,3.7,1,N
C1212,2024-02-01,Telecom,Finland,40.66,1.29,0.0318,1.42,1.27,3.74,4.87,20.27,35.32,5.06,0,1,2.29,2.01,6.93,5.27,1,N
C1212,2024-03-01,Telecom,Finland,42.89,2.4,0.0559,2.47,1.69,3.74,4.82,17.45,33.15,5.06,0,1,1.86,2.01,11.55,9.67,1,N
C1212,2024-04-01,Telecom,Finland,42.41,3.09,0.0728,2.68,1.84,3.74,4.31,19.58,31.47,5.06,0,1,1.46,2.01,15.0,12.44,1,N
C1212,2024-05-01,Telecom,Finland,43.31,3.34,0.0772,2.84,1.3,3.74,4.48,18.94,33.88,5.06,11,1,1.59,2.01,15.0,5.04,1,N
C1212,2024-06-01,Telecom,Finland,42.74,3.23,0.0757,2.91,1.46,3.74,4.43,20.3,34.47,5.06,0,1,1.97,2.01,15.0,5.64,1,N
C1212,2024-07-01,Telecom,Finland,42.02,2.8,0.0666,2.84,2.18,3.74,4.25,20.63,37.28,5.06,0,1,1.99,2.01,14.74,9.15,1,N
C1212,2024-08-01,Telecom,Finland,38.97,2.08,0.0534,1.7,1.39,3.74,4.59,18.79,28.21,5.06,0,1,1.89,2.01,11.52,10.18,1,N
C1212,2024-09-01,Telecom,Finland,41.7,1.97,0.0472,1.51,0.76,3.74,4.42,19.77,30.4,5.06,0,1,1.37,2.01,11.88,3.12,1,N
C1212,2024-10-01,Telecom,Finland,41.94,2.14,0.0509,2.14,1.77,3.74,4.38,20.59,29.81,5.06,0,1,1.8,2.01,11.92,6.96,1,N
C1212,2024-11-01,Telecom,Finland,43.24,2.02,0.0468,1.56,0.66,3.74,4.68,19.27,29.26,5.06,0,1,2.36,2.01,11.66,5.24,1,N
C1212,2024-12-01,Telecom,Finland,42.59,1.43,0.0335,1.28,0.72,3.74,4.66,21.2,29.88,5.06,0,1,1.65,2.01,6.76,4.56,1,N
C1213,2024-01-01,Automotive,Finland,60.25,10.28,0.1706,8.71,4.44,17.77,18.97,1.55,24.63,6.14,19,5,5.03,4.7,9.6,5.43,1,N
C1213,2024-02-01,Automotive,Finland,60.86,10.29,0.1691,9.37,8.63,17.77,17.42,3.17,24.74,6.14,21,5,4.92,4.7,11.63,9.9,1,N
C1213,2024-03-01,Automotive,Finland,59.2,9.25,0.1563,9.78,7.44,17.77,18.6,3.93,28.23,6.14,14,5,4.3,4.7,8.97,4.76,1,N
C1213,2024-04-01,Automotive,Finland,57.64,8.63,0.1497,8.47,4.67,17.77,16.9,4.85,28.79,6.14,0,4,4.63,4.7,7.12,8.71,1,N
C1213,2024-05-01,Automotive,Finland,60.3,8.3,0.1377,8.74,8.34,17.77,18.12,3.78,31.76,6.14,0,3,3.42,4.7,7.96,6.73,1,N
C1213,2024-06-01,Automotive,Finland,63.46,8.48,0.1336,6.89,6.86,17.77,18.05,2.77,29.58,6.14,0,2,4.22,4.7,7.57,6.85,1,N
C1213,2024-07-01,Automotive,Finland,64.37,8.72,0.1355,9.49,7.63,17.77,18.43,4.93,27.03,6.14,4,2,4.85,4.7,7.69,9.15,1,N
C1213,2024-08-01,Automotive,Finland,61.45,10.02,0.1631,11.01,9.32,17.77,19.25,3.27,21.43,6.14,4,2,4.81,4.7,8.93,5.41,1,N
C1213,2024-09-01,Automotive,Finland,59.44,10.11,0.1701,11.0,9.45,17.77,17.3,2.11,30.06,6.14,15,2,4.64,4.7,6.38,8.05,1,N
C1213,2024-10-01,Automotive,Finland,61.17,10.72,0.1753,9.35,6.29,17.77,18.51,3.34,25.98,6.14,0,1,6.07,4.7,9.16,8.06,1,N
C1213,2024-11-01,Automotive,Finland,59.16,9.51,0.1608,7.98,4.38,17.77,17.1,5.94,27.18,6.14,0,1,4.99,4.7,8.58,9.35,1,N
C1213,2024-12-01,Automotive,Finland,58.66,9.74,0.166,7.12,4.08,17.77,18.68,3.0,24.13,6.14,11,1,5.62,4.7,10.66,2.61,1,N
C1214,2024-01-01,Transportation,Spain,53.44,12.24,0.2291,10.13,9.85,7.42,4.29,8.18,68.15,4.91,0,2,2.35,2.58,15.0,5.05,1,N
C1214,2024-02-01,Transportation,Spain,56.24,12.88,0.229,13.13,11.76,7.42,4.25,10.25,66.05,4.91,0,2,2.59,2.58,15.0,8.66,1,N
C1214,2024-03-01,Transportation,Spain,57.56,13.25,0.2301,9.83,7.32,7.42,4.38,7.5,69.57,4.91,0,2,2.34,2.58,15.0,5.99,1,N
C1214,2024-04-01,Transportation,Spain,58.35,12.31,0.2109,8.79,8.06,7.42,4.35,9.1,67.73,4.91,0,2,1.65,2.58,15.0,6.12,1,N
C1214,2024-05-01,Transportation,Spain,62.21,12.67,0.2037,12.59,11.96,7.42,4.27,9.34,65.99,4.91,0,2,2.5,2.58,15.0,4.85,1,N
C1214,2024-06-01,Transportation,Spain,62.05,13.52,0.2179,11.43,5.18,7.42,4.16,8.19,68.29,4.91,0,2,1.36,2.58,15.0,8.4,1,N
C1214,2024-07-01,Transportation,Spain,60.99,13.15,0.2156,9.37,7.48,7.42,4.48,8.23,65.33,4.91,0,2,1.23,2.58,15.0,5.21,1,N
C1214,2024-08-01,Transportation,Spain,63.23,14.2,0.2246,13.11,7.84,7.42,4.16,9.11,66.21,4.91,0,2,1.94,2.58,15.0,6.62,1,N
C1214,2024-09-01,Transportation,Spain,65.79,16.08,0.2444,12.11,11.81,7.42,4.04,8.49,59.36,4.91,17,2,3.18,2.58,15.0,7.77,1,N
C1214,2024-10-01,Transportation,Spain,64.1,14.52,0.2264,11.21,6.55,7.42,4.04,9.66,61.72,4.91,14,2,2.74,2.58,15.0,7.67,1,N
C1214,2024-11-01,Transportation,Spain,66.73,14.76,0.2211,15.77,13.0,7.42,4.07,8.09,64.28,4.91,18,2,2.55,2.58,15.0,10.03,1,N
C1214,2024-12-01,Transportation,Spain,66.94,15.78,0.2358,12.97,7.29,7.42,4.54,9.89,62.21,4.91,19,2,1.71,2.58,15.0,3.41,1,N
C1215,2024-01-01,Retail,Sweden,41.04,4.15,0.1011,3.15,1.24,14.26,7.93,18.93,24.6,4.68,45,7,0.9,0.86,5.25,5.68,2,N
C1215,2024-02-01,Retail,Sweden,42.22,4.56,0.1079,4.83,3.18,14.26,7.6,19.4,32.38,4.68,69,7,0.1,0.86,6.98,8.21,2,Y
C1215,2024-03-01,Retail,Sweden,42.12,4.0,0.0949,3.88,3.53,14.26,7.07,19.52,31.15,4.68,82,7,1.07,0.86,6.06,7.47,2,Y
C1215,2024-04-01,Retail,Sweden,37.81,3.48,0.0922,3.8,2.16,14.26,7.84,17.31,29.71,4.68,82,7,1.76,0.86,4.75,6.39,2,Y
C1215,2024-05-01,Retail,Sweden,39.92,4.28,0.1072,4.43,3.37,14.26,7.8,19.93,25.74,4.68,97,8,0.97,0.86,7.56,5.09,3,Y
C1215,2024-06-01,Retail,Sweden,41.56,4.58,0.1102,3.94,3.81,14.26,7.22,17.81,28.57,4.68,91,9,1.68,0.86,7.58,5.2,3,Y
C1215,2024-07-01,Retail,Sweden,45.47,4.61,0.1014,4.96,3.26,14.26,6.98,18.89,27.74,4.68,96,10,0.1,0.86,6.53,2.44,3,Y
C1215,2024-08-01,Retail,Sweden,47.41,4.84,0.1021,3.6,2.95,14.26,7.19,16.77,26.0,4.68,105,10,0.49,0.86,7.47,6.49,3,Y
C1215,2024-09-01,Retail,Sweden,43.77,4.77,0.109,3.42,3.03,14.26,7.75,19.41,29.15,4.68,102,10,1.09,0.86,9.67,4.56,3,Y
C1215,2024-10-01,Retail,Sweden,44.55,4.87,0.1094,4.96,4.16,14.26,7.79,20.61,27.96,4.68,92,10,0.1,0.86,6.9,7.26,3,Y
C1215,2024-11-01,Retail,Sweden,47.58,4.84,0.1017,4.73,3.84,14.26,6.95,19.77,24.34,4.68,92,10,0.61,0.86,7.41,3.82,3,Y
C1215,2024-12-01,Retail,Sweden,49.8,4.84,0.0972,5.01,2.92,14.26,7.23,18.79,30.39,4.68,98,10,1.62,0.86,7.26,3.86,3,Y
C1216,2024-01-01,Utilities,Italy,9.5,1.74,0.1832,1.31,0.56,3.43,3.32,13.88,59.77,3.17,36,6,0.1,0.29,14.99,3.9,2,N
C1216,2024-02-01,Utilities,Italy,9.51,1.61,0.1693,1.56,0.99,3.43,3.36,13.49,60.76,3.17,58,6,0.45,0.29,15.0,6.34,2,N
C1216,2024-03-01,Utilities,Italy,9.63,1.56,0.162,1.37,0.59,3.43,3.02,12.74,56.68,3.17,73,6,0.1,0.29,14.6,6.34,2,Y
C1216,2024-04-01,Utilities,Italy,9.45,1.62,0.1711,1.19,0.98,3.43,3.4,13.86,62.45,3.17,56,6,0.1,0.29,15.0,7.65,2,N
C1216,2024-05-01,Utilities,Italy,9.6,1.64,0.1706,1.76,1.73,3.43,3.26,13.5,58.05,3.17,61,6,0.15,0.29,12.9,5.04,2,Y
C1216,2024-06-01,Utilities,Italy,9.61,1.45,0.1507,1.34,1.16,3.43,3.27,11.63,60.57,3.17,64,6,0.1,0.29,14.34,4.07,2,Y
C1216,2024-07-01,Utilities,Italy,9.66,1.62,0.1681,1.53,1.44,3.43,3.19,11.87,60.34,3.17,64,6,0.67,0.29,15.0,4.72,2,Y
C1216,2024-08-01,Utilities,Italy,10.31,1.81,0.1758,1.96,1.75,3.43,3.38,13.9,64.45,3.17,52,6,0.59,0.29,15.0,9.62,2,N
C1216,2024-09-01,Utilities,Italy,10.37,1.86,0.1791,1.68,0.81,3.43,3.12,13.61,56.49,3.17,61,6,0.47,0.29,15.0,5.24,2,Y
C1216,2024-10-01,Utilities,Italy,10.73,1.96,0.1825,2.09,1.14,3.43,3.13,12.93,62.78,3.17,59,6,0.26,0.29,15.0,4.07,2,N
C1216,2024-11-01,Utilities,Italy,10.36,1.75,0.169,1.23,1.08,3.43,3.09,10.94,58.94,3.17,68,6,0.1,0.29,14.95,3.76,2,Y
C1216,2024-12-01,Utilities,Italy,10.76,1.92,0.1786,1.73,1.1,3.43,3.3,12.43,58.15,3.17,67,6,0.1,0.29,15.0,5.53,2,Y
C1217,2024-01-01,Construction,Switzerland,84.97,17.94,0.2111,17.63,14.7,20.33,25.76,18.17,29.03,4.85,38,6,3.05,2.75,15.0,2.61,2,N
C1217,2024-02-01,Construction,Switzerland,84.31,18.72,0.2221,19.07,9.77,20.33,25.85,18.13,24.62,4.85,53,6,3.44,2.75,15.0,5.9,2,N
C1217,2024-03-01,Construction,Switzerland,87.66,17.47,0.1993,16.0,14.08,20.33,26.08,18.06,20.16,4.85,59,6,2.83,2.75,15.0,4.22,2,N
C1217,2024-04-01,Construction,Switzerland,81.58,17.54,0.215,19.27,19.08,20.33,24.69,17.16,20.65,4.85,52,6,1.99,2.75,15.0,4.26,2,N
C1217,2024-05-01,Construction,Switzerland,87.06,17.62,0.2024,15.96,14.35,20.33,24.69,18.12,21.78,4.85,59,6,2.66,2.75,15.0,7.89,2,N
C1217,2024-06-01,Construction,Switzerland,85.99,15.78,0.1835,15.07,8.13,20.33,23.94,17.4,23.96,4.85,79,6,1.55,2.75,15.0,5.65,2,Y
C1217,2024-07-01,Construction,Switzerland,89.19,17.96,0.2014,15.73,7.67,20.33,24.21,19.02,25.03,4.85,85,6,2.04,2.75,15.0,8.37,2,Y
C1217,2024-08-01,Construction,Switzerland,94.12,17.75,0.1886,13.35,6.08,20.33,23.72,22.0,22.11,4.85,93,7,3.74,2.75,15.0,7.77,3,Y
C1217,2024-09-01,Construction,Switzerland,90.21,16.13,0.1788,17.34,15.69,20.33,24.99,19.0,23.62,4.85,85,7,2.47,2.75,15.0,5.41,2,Y
C1217,2024-10-01,Construction,Switzerland,90.39,16.56,0.1832,13.54,7.17,20.33,23.51,17.8,23.85,4.85,92,8,2.36,2.75,15.0,7.1,3,Y
C1217,2024-11-01,Construction,Switzerland,99.55,17.77,0.1785,19.06,17.56,20.33,24.35,17.11,21.86,4.85,90,8,1.89,2.75,15.0,7.38,2,Y
C1217,2024-12-01,Construction,Switzerland,103.94,18.28,0.1759,18.34,17.81,20.33,26.47,16.84,21.04,4.85,90,8,2.81,2.75,15.0,6.59,2,Y
C1218,2024-01-01,Media & Entertainment,Denmark,22.36,3.94,0.176,3.91,3.21,2.04,2.26,13.86,71.42,6.6,0,1,2.6,2.57,15.0,7.45,1,N
C1218,2024-02-01,Media & Entertainment,Denmark,22.35,3.88,0.1736,3.31,3.29,2.04,2.2,11.73,72.0,6.6,0,1,2.57,2.57,15.0,10.68,1,N
C1218,2024-03-01,Media & Entertainment,Denmark,22.84,4.32,0.189,3.3,3.04,2.04,2.31,14.26,74.04,6.6,0,1,2.13,2.57,15.0,6.33,1,N
C1218,2024-04-01,Media & Entertainment,Denmark,21.09,3.51,0.1667,3.55,1.91,2.04,2.25,13.9,72.86,6.6,0,1,3.38,2.57,15.0,11.47,1,N
C1218,2024-05-01,Media & Entertainment,Denmark,20.61,3.4,0.165,2.51,0.9,2.04,2.33,13.7,74.93,6.6,0,1,2.49,2.57,15.0,3.87,1,N
C1218,2024-06-01,Media & Entertainment,Denmark,20.69,3.58,0.173,2.98,1.87,2.04,2.31,12.67,65.88,6.6,0,1,2.79,2.57,15.0,6.94,1,N
C1218,2024-07-01,Media & Entertainment,Denmark,21.24,3.82,0.1797,3.36,2.88,2.04,2.37,13.76,76.88,6.6,0,1,1.78,2.57,15.0,9.11,1,N
C1218,2024-08-01,Media & Entertainment,Denmark,20.97,3.92,0.187,3.77,2.09,2.04,2.28,13.27,72.5,6.6,0,1,3.14,2.57,15.0,5.58,1,N
C1218,2024-09-01,Media & Entertainment,Denmark,21.78,4.11,0.1886,3.81,2.21,2.04,2.16,13.21,71.76,6.6,0,1,2.84,2.57,15.0,4.96,1,N
